KOD_DIAGNOZY,NAZOV_DIAGNOZY,DOPLNUJUCE_INFO
M90.68*,"Deformujúca osteodystrofia pri nádoroch, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica) (C00-D48†)",
M90.69*,"Deformujúca osteodystrofia pri nádoroch, miesto bližšie neurčené (C00-D48†)",
M90.7-*,Zlomenina kosti pri nádore (C00-D48†),"Nepatrí sem:  
Kompresia (zrútenie) tela stavca pri nádore (M49.5-*)"
M90.70*,"Zlomenina kosti pri nádore, na viacerých miestach (C00-D48†)",
M90.71*,"Zlomenina kosti pri nádore, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb) (C00-D48†)",
M90.72*,"Zlomenina kosti pri nádore, v oblasti nadlaktia (ramenná kosť, lakťový kĺb) (C00-D48†)",
M90.73*,"Zlomenina kosti pri nádore, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb) (C00-D48†)",
M90.74*,"Zlomenina kosti pri nádore, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami) (C00-D48†)",
M90.75*,"Zlomenina kosti pri nádore, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb) (C00-D48†)",
M90.76*,"Zlomenina kosti pri nádore, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb) (C00-D48†)",
M90.77*,"Zlomenina kosti pri nádore, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy) (C00-D48†)",
M90.78*,"Zlomenina kosti pri nádore, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica) (C00-D48†)",
M90.79*,"Zlomenina kosti pri nádore, miesto bližšie neurčené (C00-D48†)",
M90.8-*,Osteopatia pri iných chorobách zatriedených inde,Osteopatia pri renálnej osteodystrofii (N25.0†) 
M90.80*,"Osteopatia pri iných chorobách zatriedených inde, na viacerých miestach",
M90.81*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M90.82*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M90.83*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M90.84*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M90.85*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M90.86*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M90.87*,"Osteopatia pri iných chorobách zatriedených inde, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M90.88*,"Osteopatia pri iných chorobách zatriedených inde, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M90.89*,"Osteopatia pri iných chorobách zatriedených inde, miesto bližšie neurčené",
M91.-,Juvenilná osteochondróza bedra a panvy,"Nepatrí sem: 
Epiphyseolysis capitis femoris (netraumatická) (M93.0)"
M91.0,Juvenilná osteochondróza panvy,"Osteochondróza (juvenilná):  
• acetabula 
• hrebeňa bedrovej kosti [Buchananova choroba] 
• lonovej spony  [Piersonova choroba] 
• ischiopubická synchondróza [van Neckova choroba]"
M91.1,Juvenilná osteochondróza hlavice stehnovej kosti [Leggova-Calvéova-Perthesova choroba],
S12.7,Viaceré zlomeniny krčnej chrbtice,"Nepatria sem:  
Mnohonásobné zlomeniny krčnej chrbtice pri udaní výšky (S12.0, S12.1, S12.2-). Kódujte každú zlomeninu jednotlivo."
S12.8,Zlomenina iných častí krku,"Zlomenina hrtana 
Zlomenina prstencovitej chrupky 
Zlomenina štítnej chrupky 
Zlomenina priedušnice 
Zlomenina jazylky"
S12.9,"Zlomenina krku, bližšie neurčenej časti","Zlomenina:  
• krčného stavca, bližšie neurčená 
• krčnej chrbtice, bližšie neurčená"
S13.-,"Vykĺbenie, vyvrtnutie a natiahnutie kĺbov a väzov krku","Na určenie stupňa závažnosti poškodenia mäkkých častí pri vykĺbení použite prídavný kód z S11.84 – S11.89 spolu s S12. 
Poranenie krčnej miechy kódujte prídavným kódom S14.- 
Pri zlomenine krčného stavca a vykĺbení kódujte prídavným kódom S12.-Ak nie je známa úroveň vykĺbenia pri zlomenine krčného stavca, zlomenina sa kóduje na najvyššej úrovni. 
Nepatrí sem: 
Ruptúra alebo premiestnenie (neúrazové) cervikálnej platničky (M50.-) 
Vyvrtnutie a natiahnutie svalov a šliach vo výške krku (S16)"
S13.0,Úrazové natrhnutie krčnej medzistavcovej platničky,
S13.1-,Vykĺbenie krčného stavca,
S13.10,Vykĺbenie krčného stavca v bližšie neurčenej úrovni,
S13.11,Vykĺbenie krčného stavca v úrovni C1/C2,
S13.12,Vykĺbenie krčného stavca v úrovni C2/C3,
S13.13,Vykĺbenie krčného stavca v úrovni C3/C4,
S13.14,Vykĺbenie krčného stavca v úrovni C4/C5,
S13.15,Vykĺbenie krčného stavca v úrovni C5/C6,
S13.16,Vykĺbenie krčného stavca v úrovni C6/C7,
S13.17,Vykĺbenie krčného stavca v úrovni C7/Th1,
S13.18,Vykĺbenie krčného stavca v inej úrovni,
S13.2,Vykĺbenie inej a bližšie neurčenej časti krku,
S13.3,Viaceré vykĺbenia v oblasti krku,
S13.4,Vyvrtnutie a natiahnutie krčnej chrbtice,"Hyperextenzné poranenie krčnej chrbtice (whiplash injury) 
Vyvrtnutie a natiahnutie predného pozdĺžneho väzu (krčná časť) 
Vyvrtnutie a natiahnutie v atlantoaxiálnom kĺbe 
Vyvrtnutie a natiahnutie v atlantookcipitálnom kĺbe"
S13.5,Vyvrtnutie a natiahnutie krku v oblasti štítnej žľazy,"Vyvrtnutie a natiahnutie v prstienkovokrhlovom kĺbe (väze) 
Vyvrtnutie a natiahnutie v prstienkovoštítnom kĺbe (väze) 
Štítna chrupka"
S13.6,Vyvrtnutie a natiahnutie kĺbov a väzov iných a bližšie neurčených častí krku,
S14.-,Poranenie krčných nervov a krčnej miechy,
S14.0,Otras a opuch krčnej miechy,
S14.1-,Iné a bližšie neurčené poranenie krčnej miechy,Číslujte aj funkčný stupeň poškodenia krčnej chrbtice (S14.7).
S14.10,"Poranenie krčnej miechy, bližšie neurčené",
S14.11,Kompletné priečne poranenie krčnej miechy,
S14.12,Poranenie centrálnej časti krčnej miechy (nekompletné priečne poranenie),
S14.13,Iné nekompletné priečne poranenie krčnej miechy,
S14.2,Poranenie krčného nervového koreňa,
S14.3,Poranenie plexus brachialis,
S14.4,Poranenie periférnych krčných nervov,
S14.5,Poranenie nervov krčného sympatika,
S14.6,Poranenie iných a bližšie neurčených krčných nervov,
S14.7-!,Funkčná úroveň pri poranení krčnej miechy,"Táto podskupina slúži na vyznačenie úrovne funkčného poškodenia miechy.Pod funkčnou úrovňou poškodenia miechy sa rozumie najnižší intaktný miechový segment (napríklad ""kompletná C4 - lézia miechy"" znamená, že funkcia 4. segmentu a vyšších krčných nervov je intaktná a pod C4 nie je žiadna funkcia) 
V prvom rade kódujte spôsob poškodenia krčnej miechy."
S14.70!,Funkčná úroveň pri poranení krčnej miechy: bližšie neurčená,"Funkčná úroveň pri poranení krčnej miechy: bližšie neurčená 
Krčná miecha, bližšie neurčená"
S14.71!,Funkčná úroveň pri poranení krčnej miechy: C1,
S14.72!,Funkčná úroveň pri poranení krčnej miechy: C2,
S14.73!,Funkčná úroveň pri poranení krčnej miechy: C3,
S14.74!,Funkčná úroveň pri poranení krčnej miechy: C4,
S14.75!,Funkčná úroveň pri poranení krčnej miechy: C5,
S14.76!,Funkčná úroveň pri poranení krčnej miechy: C6,
S14.77!,Funkčná úroveň pri poranení krčnej miechy: C7,
S14.78!,Funkčná úroveň pri poranení krčnej miechy: C8,
S15.-,Poranenie krvných ciev v úrovni krku,
S15.0-,Poranenie a.carotis,
S15.00,"Poranenie a.carotis, časť bližšie neurčená",
S15.01,Poranenie a.carotis communis,
S15.02,Poranenie a.carotis externa,
S15.03,Poranenie a.carotis interna,
S15.1,Poranenie a.vertebralis,
S15.2,Poranenie v. jugularis externa,
S15.3,Poranenie v. jugularis interna,
S15.7,Poranenie viacerých krvných ciev v úrovni krku,
S15.8,Poranenie iných krvných ciev v úrovni krku,
S15.9,"Poranenie krvných ciev v úrovni krku, bližšie neurčených",
S16,Poranenie svalov a šliach v úrovni krku,"Patrí sem:  
Vyvrtnutie a natiahnutie"
S73.18,"Vyvrtnutie a natiahnutie bedrového kĺbu, iná časť",
S74.-,Poranenie nervu v úrovni bedra a stehna,
S74.0,Poranenie sedacieho nervu (n. ischiadicus) v úrovni bedra a stehna,
S74.1,Poranenie stehnového nervu (n. femoralis) v úrovni bedra a stehna,
S74.2,Poranenie senzorických kožných nervov v úrovni bedra a stehna,
S74.7,Poranenie viacerých nervov v úrovni bedra a stehna,
S74.8,Poranenie iných nervov v úrovni bedra a stehna,
S74.9,Poranenie bližšie neurčeného nervu v úrovni bedra a stehna,
S75.-,Poranenie krvných ciev v úrovni bedra a stehna,"Nepatrí sem:  
A.poplitea (S85.0)"
S75.0,Poranenie a. femoralis,
S75.1,Poranenie v. femoralis v úrovni bedra a stehna,
S75.2,Poranenie v. saphena magna v úrovni bedra a stehna,"Nepatrí sem:  
V. saphena magna, bližšie neurčená (S85.3)"
S75.7,Poranenie viacerých krvných ciev v úrovni bedra a stehna,
S75.8,Poranenie iných krvných ciev v úrovni bedra a stehna,
S75.9,Poranenie bližšie neurčených krvných ciev v úrovni bedra a stehna,
S76.-,Poranenie svalu a šľachy v úrovni bedra a stehna,"Patrí sem:  
Vyvrtnutie a natiahnutie"
S76.0,Poranenie svalu a šľachy bedra,
S76.1,Poranenie štvorhlavého svalu stehna [m. quadriceps femoris] a jeho šľachy,Jabĺčkový väz
S76.2,Poranenie svalu a šľachy priťahovača (adduktora) stehna,
S76.3,Poranenie svalu a šľachy zadnej svalovej skupiny v úrovni stehna,
S76.4,Poranenie iných a bližšie neurčených svalov a šliach v úrovni stehna,
S76.7,Poranenie viacerých svalov a šliach v úrovni bedra a stehna,
S77.-,Drvivé poranenie bedra a stehna,"V danom prípade kódujte aj syndróm crush (T79.5). 
Nepatrí sem:  
Keď je známy druh poranenia (napr. kontúzia, zlomenina, vykĺbenie, vnútorné poranenie), kóduje sa len druh poranenia"
S77.0,Drvivé poranenie bedra,
S77.1,Drvivé poranenie stehna,
S77.2,Drvivé poranenie bedra a stehna,
S78.-,Úrazová amputácia bedra a stehna,"Nepatrí sem:  
Úrazová amputácia dolnej končatiny, výška bližšie neurčená (T13.6)"
S78.0,Úrazová amputácia v bedrovom kĺbe,
S78.1,Úrazová amputácia v úrovni medzi bedrom a kolenom,
S78.9,Úrazová amputácia bedra a stehna v bližšie neurčenej úrovni,
S79.-,Iné a bližšie neurčené poranenie bedra a stehna,
S79.7,Viaceré poranenia bedra a stehna,"Poranenia, ktoré sú klasifikovateľné viac ako jednou kategóriou S70 – S78.0 
V ústavnej starostlivosti pri kódovaní viacnásobného poranenia použite Pravidlá kódovania"
S79.8,Iné a bližšie určené poranenie bedra a stehna,
S79.9,"Poranenie bedra a stehna, bližšie neurčené",
S80.-,Povrchové poranenie predkolenia,"Nepatrí sem:  
Povrchové poranenie oblasti členka a chodidla (S90.-)"
S80.0,Pomliaždenie kolena,
S80.1,Pomliaždenie iných a bližšie neurčených častí predkolenia,
S80.7,Viaceré povrchové poranenia predkolenia,
S80.8-,Iné povrchové poranenie predkolenia,
S80.81,Iné povrchové poranenie predkolenia: odrenina,
S80.82,Iné povrchové poranenie predkolenia: tvorba pľuzgierov (netermických),
S80.83,Iné povrchové poranenie predkolenia: uštipnutie hmyzom alebo vpich (nejedovatý),
S80.84,Iné povrchové poranenie predkolenia: povrchové cudzie teleso (úlomky),
S80.88,Iné povrchové poranenie predkolenia: iné,
S80.9,"Povrchové poranenie predkolenia, bližšie neurčené",
S81.-,Otvorená rana predkolenia,"Patrí sem:  
Otvorená rana predkolenia, bližšie neurčená 
Otvorená rana súvisiaca so zlomeninou alebo vykĺbením 
Za účelom označenia komplikácii, ako je cudzie teleso, infekcia alebo predĺžené hojenie a liečenie, použite prídavný kód T89.0- . 
Nepatrí sem:  
Otvorená rana v oblasti členka a chodidla (S91.-) 
Úrazová amputácia predkolenia (S88.-)"
S81.0,Otvorená rana kolena,
S81.7,Viaceré otvorené rany predkolenia,
S81.8-,Otvorená rana iných častí predkolenia,Poznámka: pri kódoch S81.84 až S81.89 sa použije zaradenie poškodenia mäkkých častí podľa Tscherneho a Oesterna.Kódujte najprv zlomeninu (S82.-) alebo vykĺbenie (S83.-).
S81.80,"Otvorená rana iných častí predkolenia, bližšie neurčená",
S81.84!,Poškodenie mäkkých častí I. stupňa pri zatvorenej zlomenine alebo vykĺbení predkolenia,"Povrchová odrenina, jednoduchá až stredne ťažká forma 
Poznámka: uzavreté zlomeniny alebo vykĺbenia s poškodením mäkkých častí 0. stupňa (malé poškodenie mäkkých častí, jednoduchá forma zlomeniny) alebo bližšie neurčeného stupňa nedostanú žiaden prídavný kód."
M79.05,"Reumatizmus, bližšie neurčený, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M79.06,"Reumatizmus, bližšie neurčený, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M79.07,"Reumatizmus, bližšie neurčený, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M79.08,"Reumatizmus, bližšie neurčený, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M79.09,"Reumatizmus, bližšie neurčený, miesto bližšie neurčené",
M79.1-,Myalgia,"Nepatrí sem: 
Myozitída (zápal svalu) (M60.-)"
M79.10,Myalgia na viacerých miestach,
M79.11,"Myalgia v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M79.12,"Myalgia nadlaktia (ramenná kosť, lakťový kĺb)",
M79.13,"Myalgia predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M79.14,"Myalgia ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M79.15,"Myalgia panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M79.16,"Myalgia predkolenia (ihlica, píšťala, kolenný kĺb)",
M79.17,"Myalgia členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M79.18,"Myalgia na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M79.19,"Myalgia, miesto bližšie neurčené",
M79.2-,"Neuralgia a neuritída, bližšie neurčená","Nepatrí sem:  
Ischialgia (M54.3 – M54.4) 
 Mononeuropatie (G56 – G58) 
 Radikulitída:  
• ramena, bližšie neurčená (M54.1-) 
• driekovokrížová, bližšie neurčená (M54.17) 
• bližšie neurčená (M54.19)"
M79.20,"Neuralgia a neuritída, bližšie neurčená, na viacerých miestach",
M79.21,"Neuralgia a neuritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M79.22,"Neuralgia a neuritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M79.23,"Neuralgia a neuritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M79.24,"Neuralgia a neuritída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M79.25,"Neuralgia a neuritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M79.26,"Neuralgia a neuritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M79.27,"Neuralgia a neuritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M79.28,"Neuralgia a neuritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M79.29,"Neuralgia a neuritída, bližšie neurčená, miesto bližšie neurčené",
M79.3-,"Panikulitída, bližšie neurčená","Nepatrí sem:  
Panikulitída:  
• lupusová (L93.2) 
• krku a chrbta (M54.0-) 
• recidivujúca (Pfeiferova-Weberova-Christianova choroba) (M35.6)"
M79.30,"Panikulitída, bližšie neurčená, na viacerých miestach",
M79.31,"Panikulitída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M79.32,"Panikulitída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M79.33,"Panikulitída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M79.34,"Panikulitída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M79.35,"Panikulitída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M79.36,"Panikulitída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M79.37,"Panikulitída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M79.38,"Panikulitída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M79.39,"Panikulitída, bližšie neurčená:, miesto bližšie neurčené",
M79.4-,Hypertrofia (infrapatelárneho) tukového vankúša,
M79.46,"Hypertrofia (infrapatelárneho) tukového vankúša[Hoffov Kastertov syndrom] predkolenia (ihlica, píšťala, kolenný kĺb)",
M79.5-,Reziduálne cudzie teleso v mäkkom tkanive,"Nepatrí sem:  
Granulóm z cudzieho telesa:  
• kožný a podkožný (L92.3) 
• v mäkkom tkanive, nezatriedený inde (M60.2-)"
M79.50,Reziduálne cudzie teleso v mäkkom tkanive na viacerých miestach,
M79.51,"Reziduálne cudzie teleso v mäkkom tkanive v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M79.52,"Reziduálne cudzie teleso v mäkkom tkanive nadlaktia (ramenná kosť, lakťový kĺb)",
M79.53,"Reziduálne cudzie teleso v mäkkom tkanive predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M79.54,"Reziduálne cudzie teleso v mäkkom tkanive ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
